epoch,phase,train_loss,val_loss,val_mae_kg,val_rmse_kg,is_best
44,Phase2_FineTune,0.0022135559079605478,0.00031522836902045777,118.559906,193.54926,False
45,Phase2_FineTune,0.002019259569689978,0.00026241772775392747,71.13611,138.55345,False
46,Phase2_FineTune,0.001985413923881255,0.0002835435713807653,92.10841,175.75449,False
47,Phase2_FineTune,0.0020370398388179236,0.00028583242341742983,106.45248,181.22108,False
48,Phase2_FineTune,0.0020221226772856576,0.00022767345090609785,59.028233,125.27482,False
49,Phase2_FineTune,0.00208210980866191,0.00028420112877418954,93.7818,174.67583,False
50,Phase2_FineTune,0.002031512531386905,0.00034230679323497625,124.45143,205.3435,False
51,Phase2_FineTune,0.0019744895182030146,0.00027013765013959656,98.17916,198.03561,False
52,Phase2_FineTune,0.001959942148586865,0.00023773490680209112,74.721344,165.243,False
53,Phase2_FineTune,0.001956443927727293,0.00042036049957719764,152.89284,236.67168,False
54,Phase2_FineTune,0.0019389591233934774,0.0002478625558848892,75.98635,150.80222,False
55,Phase2_FineTune,0.0019294748537588952,0.0002713428485939013,104.75808,179.18549,False
56,Phase2_FineTune,0.0019632717811091,0.0002437418751079739,70.942726,158.03218,False
57,Phase2_FineTune,0.001893418946649966,0.00024852360235984506,80.09135,149.33064,False
58,Phase2_FineTune,0.0019457223662716705,0.0003005742182722315,107.69641,202.50577,False
59,Phase2_FineTune,0.0019448979968898171,0.0003730246119500537,134.87433,234.4998,False
60,Phase2_FineTune,0.0019043187914026339,0.00021085243068747723,59.209923,147.12015,True
61,Phase2_FineTune,0.0018833020572052446,0.00022672260096052405,74.58955,187.91197,False
62,Phase2_FineTune,0.0018544039136708477,0.00023242551372147448,80.61655,178.84297,False
63,Phase2_FineTune,0.0018746591183941724,0.00031091842954213334,109.50609,206.87952,False
64,Phase2_FineTune,0.0018200642120656232,0.00034153998006201746,126.396385,233.20297,False
65,Phase2_FineTune,0.0018616772180986266,0.0002665525301251494,91.02303,193.08263,False
66,Phase2_FineTune,0.0018491545464670242,0.00021351861320389226,69.32861,156.12715,False
67,Phase2_FineTune,0.001791483122952889,0.000287914153821995,85.06194,177.05893,False
68,Phase2_FineTune,0.001793748014173362,0.00023857916936062144,90.59852,192.63574,False
69,Phase2_FineTune,0.0018423522990413529,0.0002764764119222361,80.59798,182.37437,False
70,Phase2_FineTune,0.0019143741621181023,0.00023980936488702094,80.35025,162.94505,False
71,Phase2_FineTune,0.001822477596443753,0.0002666506726589952,103.52089,216.93016,False
72,Phase2_FineTune,0.0017957763156182197,0.0002619245612679931,99.92788,208.52861,False
73,Phase2_FineTune,0.0017976837698370218,0.00022717601187391016,80.11947,190.3081,False
74,Phase2_FineTune,0.001891915663416216,0.0004272349137214145,161.85158,263.1887,False
